ID,GPR50,MYH1,MT2A,E2F8,MYH4,MTNR1B,GLP2R,GNAO1,EGF,BUB1B,MMP3,PLK1,MMP1,MT1E,MT1F,FOXM1,E2F1,MYH7,CCL20,MMP9,CDC20,GLP1R,ADRA1D,MT1G,ADRA1A,IGF1,MT1X,CDK1,MYH8,GNG4,MYH13
TCGA-5C-AAPD-01A-21R-A39D-07,0,59,2739,75,20,0,7,206,0,172,67,745,208,866,178,1152,647,0,626,1887,1164,0,0,636,179,371,245,359,25,11,0
TCGA-ED-A459-01A-11R-A266-07,0,0,3143,177,5,99,23,592,12,135,0,742,6,831,300,1140,738,0,661,216,803,4,94,1124,359,1510,379,524,0,2042,1
TCGA-DD-AAE2-01A-11R-A41C-07,26,10,16206,183,28,1,9,238,1,219,0,288,24,6155,1538,635,303,1,9,210,360,0,1,9607,524,6227,2391,190,6,10,0
TCGA-DD-AAW3-01A-11R-A41C-07,13,0,2609,30,0,0,1,14,1,32,0,53,0,1240,98,182,95,0,8,15,42,0,1,450,106,1816,548,78,0,1,0
TCGA-BW-A5NP-01A-11R-A27V-07,0,8,1226,150,214,0,17,31,0,382,0,256,15,90,27,699,513,0,2744,93,340,594,1,100,91,93,173,948,4,346,28
TCGA-DD-A4NK-01A-11R-A28V-07,0,0,15215,31,0,0,0,559,2,41,4,66,11,4784,352,159,61,0,34,21,52,0,0,3453,1528,1137,3473,74,0,1,4
TCGA-DD-AA3A-01A-11R-A37K-07,0,0,2246,141,1,0,6,64,32,503,0,807,25,1316,230,1643,977,4,153,565,870,367,4,551,35,50,179,541,1,7,1
TCGA-BC-4072-01B-11R-A155-07,1,0,4342,350,16,0,38,80,336,731,7,896,26,1748,683,1355,713,3,3195,1169,903,226,4,715,1,188,643,1228,0,4488,0
TCGA-DD-A73G-01A-22R-A32O-07,0,21,2171,17,12073,0,10,46,3,20,0,315,29,325,59,1047,428,0,107,206,332,23,13,57,0,196,199,266,11,512,115
TCGA-XR-A8TD-01A-12R-A39D-07,0,0,6570,229,0,0,29,51,1,258,1,572,16,1601,306,737,1214,1,267,2884,1084,0,5,810,934,1918,854,431,0,3,0
TCGA-KR-A7K0-01A-12R-A33R-07,0,1,11759,28,0,0,7,166,815,92,3,101,9,2939,316,333,75,1,374,40,132,1,5,2347,341,290,2498,151,1,18,0
TCGA-DD-A11A-01A-11R-A131-07,0,0,5509,240,2127,36,0,144,1,113,0,141,21,2197,258,817,430,0,734,203,174,1,2,563,747,199,469,465,4,20,0
TCGA-DD-AADM-01A-11R-A41C-07,0,0,2159,60,18,0,0,42,31,57,0,259,9,307,75,408,431,0,519,123,467,4,0,224,107,424,325,289,0,0,0
TCGA-DD-AACF-01A-11R-A41C-07,0,0,7190,295,0,0,0,14,0,126,0,232,21,3476,118,963,3233,1,557,126,313,1,7,46,424,1255,1303,514,0,233,0
TCGA-DD-AADV-01A-11R-A39D-07,0,42,12860,568,1591,38,13,860,15,568,0,505,24,4299,491,1270,1023,0,78,21,627,0,5,4104,145,915,1347,973,15,3,13
TCGA-5C-A9VH-01A-11R-A37K-07,0,0,1133,99,2,0,18,44,0,67,1,200,12,278,59,516,224,0,1124,77,184,1,6,119,44,140,97,373,0,35,4
TCGA-DD-A3A6-11A-11R-A22L-07,0,3,48606,0,0,0,1,778,3,0,0,6,0,15932,7471,20,11,0,10,8,5,0,0,28076,902,3343,7071,0,0,4,0
TCGA-DD-A4NV-01A-11R-A311-07,0,0,13806,37,0,1,10,855,1,47,4,51,0,3424,417,219,321,1,189,123,65,0,1,2719,2161,1875,1449,90,0,0,1
TCGA-DD-A3A6-01A-11R-A22L-07,0,0,8494,1,0,0,35,65,0,20,0,33,41,1242,87,326,203,0,0,202,179,47,40,126,706,156,1494,54,0,1,0
TCGA-FV-A3I1-01A-11R-A22L-07,0,13,1452,147,32,0,51,184,1398,319,13,551,7,183,47,758,295,3,218,1507,590,0,61,70,83,191,54,409,1,28,1
TCGA-DD-AAVZ-01A-11R-A41C-07,0,13,1332,185,4954,1,4,49,0,151,0,217,0,299,39,505,236,3,610,60,245,76,20,41,367,645,102,402,1,194,10
TCGA-DD-A1EC-11A-11R-A131-07,0,0,27690,3,1,0,69,1894,1,12,0,17,0,8566,6012,29,15,0,117,15,7,0,0,19549,4620,4854,5480,13,0,34,0
TCGA-ZS-A9CD-01A-11R-A37K-07,0,0,20245,20,10,0,7,465,1,34,0,40,5,4691,418,141,185,0,1570,311,78,1,45,1124,315,289,3360,48,0,3,0
TCGA-UB-A7MD-01A-12R-A352-07,0,15,31410,76,54,0,9,119,375,174,657,186,28,5370,654,528,247,0,974,538,459,5,21,6717,217,280,3905,169,4,19,8
TCGA-DD-A1EB-01A-11R-A131-07,0,1,4674,43,0,0,4,299,1,43,0,77,0,1603,26,187,131,0,59,42,61,0,3,326,2062,3454,1393,49,0,0,0
TCGA-WJ-A86L-01A-12R-A39D-07,18,54,354,170,566,336,1,55,1,163,0,257,9,27,14,846,813,0,455,203,394,0,0,32,598,2940,89,275,13,3,1
TCGA-FV-A4ZQ-01A-11R-A266-07,0,0,7312,422,0,0,0,55,0,777,1,920,15,3120,935,1473,806,3,304,584,1318,0,0,2605,23,702,466,1819,1,69,0
TCGA-LG-A9QD-01A-11R-A38B-07,0,0,39783,6,0,0,0,846,0,15,0,40,8,8592,2001,108,46,0,451,27,25,1,18,9751,1504,340,9911,38,0,1,0
TCGA-DD-AAD5-01A-11R-A41C-07,0,6,6625,136,0,0,65,67,427,400,368,717,921,392,254,876,630,1,138,46,966,5,8,513,0,299,957,780,1,1,1
TCGA-DD-AADL-01A-11R-A41C-07,0,4,4496,357,42,0,0,1432,1,256,1,258,11,1706,322,853,876,0,210,15,359,4,1,3870,1120,1240,1753,519,0,109,0
TCGA-G3-A7M7-01A-12R-A352-07,0,10,11590,8,29752,0,1,1231,11,20,0,64,7,2412,143,126,66,0,271,392,80,1,3,959,90,212,850,47,9,0,1
TCGA-MR-A8JO-01A-12R-A36F-07,0,17,8971,39,3016,0,0,198,4,74,0,134,18,2448,366,273,120,0,66,631,144,473,16,1099,93,430,741,206,17,489,29
TCGA-DD-A11C-11A-11R-A131-07,0,0,7427,3,0,0,27,468,0,1,0,4,0,2525,977,25,20,0,1,6,9,0,0,4510,2362,2307,1254,12,0,0,0
TCGA-DD-AAE1-01A-11R-A41C-07,0,0,2731,43,209,55,0,85,0,86,0,102,17,1082,21,307,147,0,1790,47,57,44,4,286,118,261,433,193,0,19,0
TCGA-DD-A11C-01A-11R-A131-07,34,39,585,533,15,0,1,603,1,444,0,972,0,109,28,1474,2981,0,453,197,743,5,4,33,625,2096,329,490,21,6,0
TCGA-RG-A7D4-01A-12R-A33R-07,0,1,1419,165,9,0,13,36,2,336,1,825,14,166,94,1344,819,0,743,1779,719,33,26,350,1,114,200,593,1,210,8
TCGA-BC-A10Q-01A-11R-A131-07,0,0,619,97,5,0,48,48,0,650,8,816,37,132,160,1260,347,5,167,437,503,6,3,15,16,113,65,461,4,6,1
TCGA-WX-AA46-01A-11R-A39D-07,0,0,36559,6,0,0,13,377,1,20,0,39,1,11305,2137,102,51,10,12,41,39,0,0,14953,5458,904,4405,48,0,1,0
TCGA-MI-A75E-01A-11R-A32O-07,0,0,6834,42,1,0,13,855,1,73,1,155,36,963,225,444,129,0,415,277,213,0,6,850,322,3056,1064,126,0,8,4
TCGA-FV-A23B-11A-11R-A16W-07,0,0,14930,11,0,0,24,1179,2,18,0,31,1,6004,954,72,43,0,261,386,28,3,4,5451,2149,1010,1698,45,0,0,0
TCGA-FV-A23B-01A-11R-A16W-07,0,0,620,390,0,52,0,722,0,458,0,337,35,128,49,746,512,0,3890,354,307,823,4,315,1339,187,124,872,0,153,1
TCGA-2Y-A9H1-01A-11R-A38B-07,0,0,5348,3,2,0,0,194,2,10,1,28,17,1237,43,96,27,0,137,565,50,0,1,230,0,297,511,12,0,6,0
TCGA-CC-5262-01A-01R-A131-07,0,8,6358,162,25,0,12,44,3,165,29,394,30,1140,84,940,590,1,2006,243,701,4,4,471,104,498,340,448,0,4,0
TCGA-DD-A4NF-01A-11R-A27V-07,0,0,1132,24,0,0,0,800,9,17,52,36,43,103,15,115,60,0,25,6,22,4,2,240,119,378,269,45,0,1,23
TCGA-DD-AADK-01A-11R-A41C-07,0,49,1856,113,1248,0,17,541,0,91,1,389,24,336,64,829,825,4,834,464,302,25,157,87,225,660,225,531,7,58,17
TCGA-BC-A10U-01A-11R-A131-07,0,5,1778,115,0,44,0,52,232,142,39,281,178,188,82,690,245,0,658,52,305,0,22,201,112,1117,769,192,1,209,0
TCGA-DD-A4NP-01A-11R-A28V-07,0,0,9935,27,0,0,1,551,1,1,0,33,0,2317,466,178,101,0,25,29,8,0,867,2362,1412,3642,3134,17,0,2428,0
TCGA-FV-A3R2-01A-11R-A22L-07,0,0,3427,129,0,0,0,786,1,227,0,292,19,1798,471,553,772,0,401,494,580,1,0,1721,1161,827,526,420,0,0,0
TCGA-BC-A110-11A-11R-A131-07,0,0,96844,1,60,0,42,436,0,1,0,9,2,30401,5576,21,5,4,248,98,3,0,2,35055,2226,2116,12100,13,0,3,1
TCGA-DD-AADF-01A-11R-A41C-07,0,18,2358,149,7426,0,0,403,2,88,0,268,5,83,43,702,2277,1,61,81,546,4,1,64,194,665,673,361,35,25,1
TCGA-ZP-A9D2-01A-11R-A38B-07,0,0,3116,212,1,144,134,223,311,615,0,545,8,1490,250,1429,567,0,295,177,500,4,0,590,133,408,667,698,0,1,7
TCGA-DD-AACP-01A-11R-A41C-07,1,0,2011,235,0,0,0,178,4,754,6,858,22,340,113,2289,1299,0,808,388,1222,28,9,582,80,884,276,1135,0,1387,1
TCGA-BD-A3ER-01A-11R-A213-07,0,0,9046,19,0,0,12,762,161,60,0,74,10,1329,206,173,81,0,2518,641,116,4,2,1163,565,1046,839,105,0,1,0
TCGA-RC-A6M3-01A-11R-A32O-07,0,1,12783,142,23,1,7,27,3,371,26,845,383,4764,926,1111,596,0,158,191,1085,34,26,2885,41,249,1558,1086,0,1379,5
TCGA-ZP-A9CY-01A-11R-A38B-07,0,1,9532,46,23,0,13,734,1,50,1,76,1,2381,200,226,141,0,347,234,67,5,1,1858,1421,1759,1697,106,0,16,0
TCGA-DD-AACA-01A-11R-A41C-07,0,0,3253,669,1,0,1,78,0,452,0,334,22,1362,280,1313,1140,0,114,75,279,7,1,1174,300,116,488,655,0,7,0
TCGA-BC-A110-01A-11R-A131-07,0,1,49109,3,12,0,46,121,0,4,3,17,3,12869,1476,47,13,3,2984,88,16,0,2,10279,380,362,6248,24,0,3,1
TCGA-FV-A3I1-11A-11R-A22L-07,0,0,12049,3,0,0,47,1208,1,6,0,13,2,4295,1543,36,17,1,9,112,14,0,1,9850,3424,1094,2128,9,0,3,0
TCGA-UB-A7MA-01A-11R-A33R-07,0,22,752,168,270,0,6,40,2,377,5,528,43,326,144,681,938,3,3257,130,788,0,24,91,1,51,117,1193,0,129,0
TCGA-KR-A7K2-01A-12R-A33R-07,0,1,2650,51,2219,0,4,236,0,34,0,119,7,309,48,361,174,0,885,118,145,0,0,32,44,620,160,214,0,16,1
TCGA-DD-A1EC-01A-21R-A131-07,0,0,20224,117,0,0,5,129,601,199,224,394,72,3833,1186,847,638,3,79,3764,254,5,4,1269,208,1195,2308,484,0,86,0
TCGA-DD-AADN-01A-11R-A41C-07,0,0,5689,15,1,0,0,7,0,55,0,160,0,1461,275,646,394,0,510,943,974,0,0,362,0,44,373,97,0,52,0
TCGA-2Y-A9HA-01A-11R-A39D-07,0,37,5170,166,31,139,0,209,2,379,79,371,121,3548,525,893,457,0,342,446,525,8,3,4126,308,429,588,566,7,579,7
TCGA-K7-A5RG-01A-11R-A28V-07,0,64,6541,244,489,1,19,436,15,367,1,388,1,1802,194,736,530,3,264,1245,628,56,1,709,350,820,251,310,1,53,7
TCGA-T1-A6J8-01A-11R-A32O-07,0,0,4928,16,0,0,0,134,12,43,0,35,5,850,119,79,160,0,173,53,40,5,9,81,302,493,208,36,0,6,0
TCGA-CC-A3MC-01A-11R-A22L-07,0,10,3353,118,1777,0,42,55,686,317,1,583,24,551,135,1005,1134,0,610,120,439,16,57,345,358,279,282,501,0,37,1
TCGA-ES-A2HS-01A-11R-A180-07,0,0,2585,9,0,0,0,361,0,17,0,64,3,636,17,415,399,0,15,18,177,0,1,57,211,229,306,86,0,0,0
TCGA-DD-A1EB-11A-11R-A131-07,0,0,33092,5,0,0,88,1325,0,7,0,17,17,8643,2522,44,27,1,22,44,22,0,0,15497,5142,7127,3472,14,0,1,0
TCGA-G3-A25T-01A-11R-A16W-07,0,0,15115,67,1,0,22,57,1,355,3,765,21,4199,910,1383,665,8,250,2453,901,4,9,2980,123,309,1831,807,0,30,1
TCGA-2Y-A9GU-01A-11R-A38B-07,0,0,1276,42,8696,0,8,109,11,158,0,295,1,118,13,562,113,0,59,33,265,34,0,24,129,1378,17,280,15,8,10
TCGA-CC-A8HT-01A-11R-A36F-07,0,13,1311,227,41,1411,7,42,300,1040,3,810,82,274,128,2000,985,1,1609,296,2214,0,3,424,159,336,276,648,4,2517,1
TCGA-ED-A7PX-01A-51R-A352-07,15,1,1585,78,5,1324,24,42,4,347,1,519,38,366,63,632,368,1,205,502,649,26,8,226,32,164,156,565,0,0,5
TCGA-LG-A9QC-01A-11R-A37K-07,0,0,2152,58,1,0,48,8,1,112,90,88,30,139,58,405,208,1,205,65,36,1,771,40,74,270,254,184,0,1390,0
TCGA-DD-AAE9-01A-11R-A41C-07,0,0,526,18,0,0,0,24,2,43,0,74,10,122,8,259,320,0,121,31,138,0,259,113,71,254,153,222,0,3,0
TCGA-K7-A5RF-01A-11R-A28V-07,0,0,20694,17,23,0,32,679,1,13,0,28,4,5522,2293,79,66,1,256,511,22,4,3,11985,1727,2670,1694,38,0,0,0
TCGA-XR-A8TC-01A-11R-A36F-07,1,0,1987,242,229,0,1,61,4,295,0,187,0,240,76,796,531,0,724,79,151,170,1,353,34,141,349,792,0,2750,8
TCGA-G3-AAV0-01A-11R-A37K-07,0,0,1074,9,0,0,4,372,0,24,1,50,0,120,18,134,158,0,280,10,95,0,0,20,477,2119,124,72,0,0,0
TCGA-DD-AAEK-01A-11R-A41C-07,0,0,5427,90,5,0,1,186,1,135,0,142,3,1351,65,344,137,1,84,807,72,0,97,458,1258,561,611,153,0,19,0
TCGA-DD-A4NO-01A-11R-A28V-07,0,0,4445,33,9,0,26,397,41,43,0,50,4,707,68,203,217,1,684,111,43,7,4,236,272,1298,326,131,0,364,1
TCGA-ZS-A9CE-01A-11R-A37K-07,0,0,938,67,0,0,0,353,1,101,0,168,0,301,40,419,222,0,90,6,209,1,0,1,415,3565,490,170,0,5,0
TCGA-BC-A10Z-11A-11R-A131-07,0,1,39354,5,2,0,45,445,4,1,4,19,15,12215,1979,50,4,1,1363,49,0,1,13,10812,702,1707,3042,6,0,1,0
TCGA-DD-A118-11A-11R-A131-07,0,0,27549,3,0,0,32,553,1,14,0,20,0,11419,3805,49,10,1,11,50,18,0,1,17672,2750,1667,4989,43,0,3,0
TCGA-ED-A7PZ-01A-11R-A33R-07,0,0,2485,209,2,0,6,21,1,90,3,739,51,534,80,784,269,1,107,500,822,4,11,636,0,50,602,576,0,2174,1
TCGA-HP-A5N0-01A-11R-A28V-07,0,0,2697,8,1,0,9,614,1,11,0,40,11,1148,318,98,49,0,76,35,25,5,10,2512,671,2534,675,56,0,1,0
TCGA-ED-A8O6-01A-11R-A36F-07,0,0,1360,108,703,200,6,35,3,399,0,511,11,274,366,1274,495,1,2074,293,1365,149,7,604,1,43,144,460,0,2268,4
TCGA-CC-A3M9-01A-11R-A213-07,0,31,7670,257,6,0,9,247,6,1614,0,2454,569,2554,343,3006,1865,4,48,3255,6236,1,2,521,1,583,526,3531,50,102,192
TCGA-DD-AACS-01A-11R-A41C-07,0,0,464,386,1,1,1,16,325,263,0,224,11,30,17,758,2303,0,240,17,167,0,0,44,34,1001,35,455,0,6,0
TCGA-DD-AAC8-01A-11R-A41C-07,0,0,1267,24,0,0,0,30,21,47,22,109,9,87,17,257,144,0,922,343,112,1,294,1,33,498,75,133,0,3824,0
TCGA-KR-A7K8-01A-11R-A33J-07,0,94,6267,61,2,0,0,17,1,84,1,346,85,970,194,940,1028,331,233,272,415,1,2,638,335,187,1226,222,21,7,0
TCGA-DD-A1EJ-11A-11R-A155-07,0,0,41188,9,0,0,82,625,2,9,7,27,21,12518,3003,69,30,1,1214,24,20,0,11,19951,1567,2601,8226,38,0,4,1
TCGA-DD-A1EJ-01A-11R-A155-07,1,29,2014,210,7,1,33,32,0,518,0,1017,18,150,130,977,1250,0,6682,398,1351,118,6,384,238,153,327,987,9,139,15
TCGA-DD-AAED-01A-12R-A41C-07,0,0,28652,6,0,0,5,10,2,58,0,117,10,40867,4183,335,106,0,1275,3615,137,0,5,46120,1,145,14978,137,0,15,0
TCGA-BC-A10Y-11A-11R-A131-07,0,0,14900,3,0,0,59,624,5,6,4,17,4,6893,1039,40,9,0,20,115,6,0,6,5955,1699,2008,3234,15,0,4,3
TCGA-DD-A1EE-01A-11R-A131-07,0,0,5583,118,2,0,6,641,1664,231,33,278,13,571,56,829,380,1,354,141,206,0,36,279,18,190,735,332,0,0,0
TCGA-WX-AA44-01A-11R-A39D-07,0,0,1399,95,71,0,17,110,510,208,1,291,3,442,52,886,698,0,853,99,481,4,6,217,33,458,236,467,0,10,4
TCGA-DD-A1EG-01A-11R-A213-07,0,0,3137,138,9,0,6,102,1,241,0,479,5,509,111,728,516,1,2590,3621,467,5,3,430,68,363,200,453,0,5,1
TCGA-DD-A1EG-11A-11R-A213-07,1,0,59526,11,5,0,25,620,0,7,1,14,25,23097,2772,36,20,1,98,138,13,0,1,18800,1157,2919,8748,20,0,1,0
TCGA-2Y-A9H8-01A-11R-A39D-07,0,0,1248,260,550,45,8,179,1,110,0,425,25,149,79,576,535,0,737,842,692,805,2,41,109,1878,69,462,1,257,1
TCGA-RC-A7SB-01A-21R-A352-07,0,34,4167,78,38,0,5,479,1,166,1,273,46,2253,217,607,958,3,452,52,317,4,0,1880,1269,1269,1524,235,23,3,0
TCGA-ZP-A9CZ-01A-11R-A38B-07,0,29,1371,313,959,331,7,36,130,452,0,684,35,613,172,1870,1707,0,210,326,962,4,2,105,80,304,185,890,0,124,1
TCGA-DD-A1EI-11A-11R-A131-07,5,0,23183,27,0,0,43,1054,0,46,0,47,3,9689,2620,112,168,1,20,14,56,0,0,13221,3693,3315,3592,61,0,0,0
TCGA-DD-A39Z-01A-11R-A213-07,0,59,1762,24,4001,1,4,1,0,59,1,109,1,52,28,412,272,3,411,16,361,4,8,122,49,99,130,355,9,1,1
TCGA-BD-A2L6-01A-11R-A213-07,0,0,30090,261,0,0,6,613,0,284,0,491,5,11212,9559,718,1648,1,189,48,1370,8,1,43234,224,6958,6119,1107,0,0,0
TCGA-2Y-A9H7-01A-11R-A39D-07,0,0,1108,120,1,0,0,466,0,233,0,334,18,243,110,963,299,4,2224,62,331,233,0,66,319,69,125,459,0,7,0
TCGA-DD-AAD0-01A-11R-A41C-07,0,0,1964,144,0,0,0,22,0,266,0,567,41,172,37,779,639,0,25,246,244,0,5,55,494,657,141,257,0,354,0
TCGA-G3-A25X-01A-11R-A16W-07,0,8,4766,48,89,0,10,21,19,222,3,792,105,1351,116,1692,1756,0,2129,654,1470,17,1,254,24,102,484,484,0,131,1
TCGA-BD-A2L6-11A-21R-A213-07,1,0,39377,11,0,0,49,824,0,39,0,50,6,11341,4656,106,20,4,427,1666,25,1,10,23713,1238,797,4880,69,0,0,0
TCGA-BC-A10R-11A-11R-A131-07,0,0,59589,1,0,0,41,913,2,9,7,22,2,21800,5200,31,31,4,90,46,10,0,10,25178,5721,3016,10571,15,0,0,0
TCGA-DD-A4NB-01A-12R-A266-07,0,21,11455,40,2616,0,64,803,157,59,0,62,1,2914,337,209,83,0,94,70,63,1,0,870,477,2648,1345,130,13,10,7
TCGA-BC-A10R-01A-11R-A131-07,1,46,2097,24,5659,0,5,319,11,76,13,166,14,232,73,265,140,1,358,47,94,431,2,409,30,184,261,99,23,16,17
TCGA-G3-AAV2-01A-11R-A37K-07,0,0,1167,1,0,0,5,442,1,4,8,68,5,177,0,151,54,0,64,24,55,12,5,60,75,1629,496,37,0,683,0
TCGA-DD-AAD3-01A-11R-A41C-07,1,0,1280,49,0,1,14,255,9,90,0,153,12,222,36,297,129,0,635,361,164,0,1,76,257,919,178,133,0,1,0
TCGA-DD-A11B-01A-11R-A131-07,1,0,868,169,1048,0,1,279,0,116,0,76,0,380,21,440,231,1,244,6,50,4,2,112,2102,148,185,300,0,1,0
TCGA-DD-A11B-11A-11R-A131-07,0,1,12540,9,10,0,12,895,0,11,0,11,2,5580,1029,30,50,0,36,110,10,0,0,6502,2076,723,2797,11,0,1,0
TCGA-DD-A11D-11A-12R-A131-07,0,0,25813,5,11,0,34,649,1,12,0,23,0,8705,3666,74,17,1,351,306,14,0,1,14628,3972,2782,3043,17,0,1,0
TCGA-CC-5261-01A-01R-A131-07,0,0,639,370,285,718,30,76,0,327,0,333,3,165,60,700,864,3,2120,486,366,47,3,139,91,275,51,612,4,135,7
TCGA-DD-AAVW-01A-11R-A41C-07,0,13,785,88,947,0,47,52,0,168,0,264,3,228,57,455,143,0,3613,408,127,8,0,251,91,164,86,344,0,696,8
TCGA-BC-A3KF-01A-11R-A213-07,0,0,6293,211,6,0,0,576,0,214,1,330,3,1782,611,1011,468,0,172,40,356,4,0,3192,521,1082,818,548,0,13,1
TCGA-G3-A5SI-01A-31R-A27V-07,0,0,3825,451,54,23,0,15,1,264,0,628,6,1451,117,960,2719,0,72,10,706,0,1,306,156,378,646,1236,0,6,1
TCGA-DD-AAVU-01A-11R-A41C-07,0,0,1180,22,13,0,0,8,0,83,0,208,23,82,77,432,465,0,151,2632,272,1,1,82,73,94,331,225,0,524,0
TCGA-DD-AACQ-01A-11R-A41C-07,0,0,693,157,0,25,1,42,1386,109,0,250,9,96,17,717,9017,0,295,9,420,0,2,15,165,647,53,98,0,0,0
TCGA-G3-A3CG-01A-11R-A213-07,0,1,9316,24,320,0,1,36,1,41,21,35,21,1788,80,231,170,0,1936,100,27,4,6,148,347,1124,1389,72,0,1,1
TCGA-DD-AAW2-01A-11R-A41C-07,0,0,1461,29,0,0,0,7,0,57,5,30,13,520,40,211,154,0,12,8,69,5,4,893,62,1141,266,90,0,5,0
TCGA-G3-AAV5-01A-11R-A37K-07,1,0,13732,36,0,0,0,52,1,118,0,193,6,3818,40,723,410,1,58,78,410,1,4,308,18,129,2302,445,0,3,4
TCGA-G3-A7M8-01A-11R-A33R-07,0,0,8197,31,0,0,1,768,0,26,1,51,0,1287,236,134,190,0,129,4,37,4,1,783,340,89,997,67,0,1,0
TCGA-G3-A7M9-01A-23R-A352-07,18,82,3214,467,3365,263,19,566,9,1407,7,2711,236,2391,625,4989,1542,14,2254,2359,6634,519,30,2563,204,104,566,2752,58,1080,127
TCGA-G3-AAV4-01A-11R-A38B-07,0,0,9161,54,0,0,0,27,0,91,1,74,25,52,186,372,137,0,0,40,219,1,114,1222,91,1451,2401,160,0,1906,0
TCGA-EP-A3JL-01A-11R-A213-07,1,4,4569,69,19,0,0,407,7,69,1,225,4,766,112,592,693,0,716,867,331,1,19,906,147,622,575,314,1,452,1
TCGA-MI-A75I-01A-11R-A32O-07,0,0,731,189,0,204,1,191,191,309,5,296,60,80,38,604,716,0,513,275,534,0,1,76,209,501,128,558,0,1,0
TCGA-FV-A4ZP-01A-12R-A266-07,0,0,3359,11,6,0,0,25,0,33,0,391,6,473,47,1708,1001,5,925,1824,1668,17,0,258,0,165,229,491,0,4,1
TCGA-DD-AAVP-01A-11R-A41C-07,0,0,1046,17,0,0,4,199,0,22,0,84,3,113,18,120,101,0,1,23,90,0,0,264,123,57,131,114,0,1783,0
TCGA-DD-AAEH-01A-11R-A41C-07,0,0,1221,40,2,0,0,42,2,53,0,103,0,233,54,288,123,0,187,35,184,5,2,138,158,1009,105,204,0,1,1
TCGA-DD-A114-01A-11R-A131-07,0,0,1489,468,36,0,19,242,191,337,1,656,155,483,101,1409,583,0,222,1686,1354,16,0,315,191,115,51,493,0,54,4
TCGA-FV-A3R2-11A-11R-A22L-07,0,0,37288,3,12,0,33,539,0,4,0,32,1,15749,4341,51,27,1,84,132,20,0,0,20994,2097,1291,4732,16,0,3,0
TCGA-BC-4073-01B-02R-A131-07,0,64,3545,393,2652,0,15,51,98,814,10,786,166,1113,118,1394,523,1,3362,3598,746,367,4,243,96,972,222,1705,66,83,5
TCGA-KR-A7K7-01A-11R-A33J-07,1,0,4529,36,0,0,0,37,1,152,227,391,9,684,145,1598,1086,0,4930,546,1256,9,330,506,60,466,490,466,0,2853,0
TCGA-O8-A75V-01A-11R-A32O-07,0,0,2557,55,0,0,0,37,0,76,1,298,14,514,78,464,213,0,1053,1080,285,0,39,491,90,348,251,209,0,10,0
TCGA-BC-A69I-01A-11R-A311-07,0,0,51985,5,0,0,0,150,0,8,44,46,0,14999,2325,257,89,0,15,48,69,4,2,9599,385,367,9835,74,0,0,0
TCGA-ED-A97K-01A-21R-A38B-07,0,0,9814,90,0,0,18,539,2,228,216,616,17411,2420,1323,672,254,0,470,1693,244,316,4,5078,432,324,980,370,0,16,0
TCGA-DD-A73C-01A-12R-A33J-07,0,0,2161,33,0,0,0,49,0,52,0,78,4,281,25,196,91,0,7,28,69,8,1,36,1940,823,411,80,0,5,0
TCGA-ES-A2HT-01A-12R-A180-07,0,269,30040,0,41798,0,1,28,1,8,6,64,25,3223,177,113,91,1,1086,611,68,0,48,1445,80,1058,1361,42,64,34,5
TCGA-DD-A3A1-01A-11R-A213-07,0,0,3682,24,0,0,5,158,137,27,1,205,1,1276,139,193,250,0,4809,336,304,0,0,868,325,441,347,180,1,0,4
TCGA-DD-A3A1-11A-11R-A213-07,0,0,72665,0,2,1,11,452,1,1,0,14,3,21145,8153,34,26,0,161,62,11,0,3,30511,624,743,7654,18,0,4,3
TCGA-BC-A10T-01A-11R-A131-07,20,0,3592,156,273,0,45,526,1,218,9,360,252,1593,961,875,653,1,9,126,420,5,1,4471,322,2102,853,485,0,5,1
TCGA-DD-AAVQ-01A-11R-A41C-07,0,0,1361,210,274,0,13,78,0,210,0,840,7,261,67,1483,904,6,1204,3655,811,11,0,77,23,226,118,785,1,1343,4
TCGA-G3-A6UC-01A-21R-A33J-07,0,0,7342,12,0,0,0,54,1,76,0,44,0,1753,295,260,37,0,1,5,68,12,1,2298,1254,2211,1417,85,0,1,0
TCGA-DD-A4NG-01A-11R-A27V-07,0,0,2512,78,0,0,0,328,2,151,55,134,23,532,35,360,512,0,2374,469,87,0,20,170,122,1295,236,385,0,4,0
TCGA-EP-A12J-11A-11R-A131-07,1,1,7300,18,43,0,34,300,0,7,0,9,0,2542,216,34,46,0,32,67,5,0,0,1649,1501,2440,948,17,1,1,0
TCGA-EP-A12J-01A-11R-A131-07,0,0,2871,46,0,0,0,378,0,107,0,62,4,777,23,318,144,0,1,40,129,1,3,161,300,564,620,235,0,0,0
TCGA-2Y-A9GS-01A-12R-A38B-07,0,67,2653,419,23,1,115,641,13,870,0,980,7,489,137,1178,923,0,275,287,1313,1,2,366,262,368,238,435,17,20,1
TCGA-BC-A10T-11A-11R-A131-07,0,0,33379,0,0,0,45,612,1,4,6,11,2,9551,5245,19,5,0,99,70,5,0,0,27687,1404,1710,7005,26,0,1,0
TCGA-DD-AADO-01A-11R-A41C-07,0,0,4378,14,631,0,0,20,0,48,0,112,27,76,154,686,313,0,1029,2921,651,352,2,112,38,371,377,154,0,47,1
